terrainSize:30,20
camera:15,9,10,10
qntCells:150
cell0-0;1;0;1
cell0-2;1;0;3
cell0-4;1;0;5
cell0-6;1;0;7
cell0-8;1;0;9
cell0-10;1;0;11
cell0-12;1;0;13
cell0-14;1;0;15
cell0-16;1;0;17
cell0-18;1;0;19
cell2-0;3;0;1
cell2-2;3;0;3
cell2-4;3;0;5
cell2-6;3;0;7
cell2-8;3;0;9
cell2-10;3;0;11
cell2-12;3;0;13
cell2-14;3;0;15
cell2-16;3;0;17
cell2-18;3;0;19
cell4-0;5;0;1
cell4-2;5;0;3
cell4-4;5;0;5
cell4-6;5;0;7
cell4-8;5;0;9
cell4-10;5;0;11
cell4-12;5;0;13
cell4-14;5;0;15
cell4-16;5;0;17
cell4-18;5;0;19
cell6-0;7;0;1
cell6-2;7;0;3
cell6-4;7;0;5
cell6-6;7;0;7
cell6-8;7;0;9
cell6-10;7;0;11
cell6-12;7;0;13
cell6-14;7;0;15
cell6-16;7;0;17
cell6-18;7;0;19
cell8-0;9;0;1
cell8-2;9;0;3
cell8-4;9;0;5
cell8-6;9;0;7
cell8-8;9;0;9
cell8-10;9;0;11
cell8-12;9;0;13
cell8-14;9;0;15
cell8-16;9;0;17
cell8-18;9;0;19
cell10-0;11;0;1
cell10-2;11;0;3
cell10-4;11;0;5
cell10-6;11;0;7
cell10-8;11;0;9
cell10-10;11;0;11
cell10-12;11;0;13
cell10-14;11;0;15
cell10-16;11;0;17
cell10-18;11;0;19
cell12-0;13;0;1
cell12-2;13;0;3
cell12-4;13;0;5
cell12-6;13;0;7
cell12-8;13;0;9
cell12-10;13;0;11
cell12-12;13;0;13
cell12-14;13;0;15
cell12-16;13;0;17
cell12-18;13;0;19
cell14-0;15;0;1
cell14-2;15;0;3
cell14-4;15;0;5
cell14-6;15;0;7
cell14-8;15;0;9
cell14-10;15;0;11
cell14-12;15;0;13
cell14-14;15;0;15
cell14-16;15;0;17
cell14-18;15;0;19
cell16-0;17;0;1
cell16-2;17;0;3
cell16-4;17;0;5
cell16-6;17;0;7
cell16-8;17;0;9
cell16-10;17;0;11
cell16-12;17;0;13
cell16-14;17;0;15
cell16-16;17;0;17
cell16-18;17;0;19
cell18-0;19;0;1
cell18-2;19;0;3
cell18-4;19;0;5
cell18-6;19;0;7
cell18-8;19;0;9
cell18-10;19;0;11
cell18-12;19;0;13
cell18-14;19;0;15
cell18-16;19;0;17
cell18-18;19;0;19
cell20-0;21;0;1
cell20-2;21;0;3
cell20-4;21;0;5
cell20-6;21;0;7
cell20-8;21;0;9
cell20-10;21;0;11
cell20-12;21;0;13
cell20-14;21;0;15
cell20-16;21;0;17
cell20-18;21;0;19
cell22-0;23;0;1
cell22-2;23;0;3
cell22-4;23;0;5
cell22-6;23;0;7
cell22-8;23;0;9
cell22-10;23;0;11
cell22-12;23;0;13
cell22-14;23;0;15
cell22-16;23;0;17
cell22-18;23;0;19
cell24-0;25;0;1
cell24-2;25;0;3
cell24-4;25;0;5
cell24-6;25;0;7
cell24-8;25;0;9
cell24-10;25;0;11
cell24-12;25;0;13
cell24-14;25;0;15
cell24-16;25;0;17
cell24-18;25;0;19
cell26-0;27;0;1
cell26-2;27;0;3
cell26-4;27;0;5
cell26-6;27;0;7
cell26-8;27;0;9
cell26-10;27;0;11
cell26-12;27;0;13
cell26-14;27;0;15
cell26-16;27;0;17
cell26-18;27;0;19
cell28-0;29;0;1
cell28-2;29;0;3
cell28-4;29;0;5
cell28-6;29;0;7
cell28-8;29;0;9
cell28-10;29;0;11
cell28-12;29;0;13
cell28-14;29;0;15
cell28-16;29;0;17
cell28-18;29;0;19
qntAuxins:9600
auxin0-0;0.2339938;0;1.547351;0.1;cell0-0
auxin0-1;0.9368418;0;1.16837;0.1;cell0-0
auxin0-2;1.203826;0;0.0211656;0.1;cell0-0
auxin0-3;0.3227397;0;0.9291329;0.1;cell0-0
auxin0-4;0.1624662;0;0.1404236;0.1;cell0-0
auxin0-5;0.1736247;0;0.7311555;0.1;cell0-0
auxin0-6;1.302466;0;0.5702533;0.1;cell0-0
auxin0-7;1.502051;0;0.3540416;0.1;cell0-0
auxin0-8;0.7551701;0;1.523592;0.1;cell0-0
auxin0-9;0.4726503;0;1.047458;0.1;cell0-0
auxin0-10;0.5049821;0;1.989805;0.1;cell0-0
auxin0-11;0.8742858;0;0.9559997;0.1;cell0-0
auxin0-12;1.851479;0;0.2382962;0.1;cell0-0
auxin0-13;1.791431;0;1.311018;0.1;cell0-0
auxin0-14;0.5495889;0;1.22703;0.1;cell0-0
auxin0-15;1.472656;0;1.549319;0.1;cell0-0
auxin0-16;0.32245;0;1.878315;0.1;cell0-0
auxin0-17;0.764155;0;1.915837;0.1;cell0-0
auxin0-18;0.5079036;0;0.2800026;0.1;cell0-0
auxin0-19;1.82876;0;0.3964565;0.1;cell0-0
auxin0-20;0.1810721;0;1.805569;0.1;cell0-0
auxin0-21;0.567041;0;0.02453735;0.1;cell0-0
auxin0-22;0.988755;0;0.7088449;0.1;cell0-0
auxin0-23;1.886177;0;1.565448;0.1;cell0-0
auxin0-24;1.579129;0;1.61956;0.1;cell0-0
auxin0-25;1.268013;0;1.614263;0.1;cell0-0
auxin0-26;0.7039244;0;1.656529;0.1;cell0-0
auxin0-27;0.522584;0;1.514278;0.1;cell0-0
auxin0-28;1.254615;0;0.9798262;0.1;cell0-0
auxin0-29;1.265667;0;0.3235242;0.1;cell0-0
auxin0-30;1.042142;0;0.9640104;0.1;cell0-0
auxin0-31;1.365118;0;0.7668868;0.1;cell0-0
auxin0-32;1.115748;0;1.611475;0.1;cell0-0
auxin0-33;1.659049;0;0.6123993;0.1;cell0-0
auxin0-34;1.843023;0;1.961234;0.1;cell0-0
auxin0-35;1.723801;0;1.667766;0.1;cell0-0
auxin0-36;0.5361078;0;0.4617885;0.1;cell0-0
auxin0-37;0.986207;0;1.781092;0.1;cell0-0
auxin0-38;0.8039471;0;1.412418;0.1;cell0-0
auxin0-39;1.550065;0;0.6835481;0.1;cell0-0
auxin0-40;0.7604941;0;0.2399943;0.1;cell0-0
auxin0-41;0.7215728;0;1.346978;0.1;cell0-0
auxin0-42;0.4960078;0;0.7018495;0.1;cell0-0
auxin0-43;1.353577;0;1.501184;0.1;cell0-0
auxin0-44;1.661211;0;0.07873769;0.1;cell0-0
auxin0-45;0.08329999;0;1.923599;0.1;cell0-0
auxin0-46;0.9234058;0;1.930805;0.1;cell0-0
auxin0-47;0.3886353;0;0.02582256;0.1;cell0-0
auxin0-48;1.833421;0;0.9872131;0.1;cell0-0
auxin0-49;1.920405;0;0.5360757;0.1;cell0-0
auxin0-50;0.7758108;0;0.8916413;0.1;cell0-0
auxin0-51;1.129806;0;0.7367235;0.1;cell0-0
auxin0-52;0.2091679;0;1.176227;0.1;cell0-0
auxin0-53;0.1464925;0;1.071031;0.1;cell0-0
auxin0-54;0.9595646;0;1.32922;0.1;cell0-0
auxin0-55;0.3349207;0;0.4049799;0.1;cell0-0
auxin0-56;0.2890956;0;0.5748854;0.1;cell0-0
auxin0-57;0.6124437;0;0.8553358;0.1;cell0-0
auxin0-58;0.07192054;0;0.2638198;0.1;cell0-0
auxin0-59;0.5533614;0;1.643016;0.1;cell0-0
auxin0-60;1.852033;0;1.133209;0.1;cell0-0
auxin0-61;0.4482092;0;0.1733407;0.1;cell0-0
auxin0-62;0.03032562;0;1.628219;0.1;cell0-0
auxin0-63;1.539682;0;0.2590099;0.1;cell0-0
auxin1-0;0.4871523;0;3.184831;0.1;cell0-2
auxin1-1;1.862868;0;2.813851;0.1;cell0-2
auxin1-2;0.03260311;0;3.064221;0.1;cell0-2
auxin1-3;1.239593;0;3.124753;0.1;cell0-2
auxin1-4;0.1688648;0;2.900265;0.1;cell0-2
auxin1-5;0.8807305;0;3.59208;0.1;cell0-2
auxin1-6;0.8560876;0;3.130638;0.1;cell0-2
auxin1-7;0.5820974;0;2.282042;0.1;cell0-2
auxin1-8;0.6058685;0;2.640615;0.1;cell0-2
auxin1-9;1.922954;0;2.996113;0.1;cell0-2
auxin1-10;1.93013;0;2.041024;0.1;cell0-2
auxin1-11;1.709342;0;2.705025;0.1;cell0-2
auxin1-12;0.1614302;0;3.328237;0.1;cell0-2
auxin1-13;1.748007;0;3.150657;0.1;cell0-2
auxin1-14;1.942695;0;3.925088;0.1;cell0-2
auxin1-15;1.025431;0;2.310379;0.1;cell0-2
auxin1-16;0.6070737;0;3.845805;0.1;cell0-2
auxin1-17;0.3736095;0;2.95882;0.1;cell0-2
auxin1-18;1.464596;0;2.220057;0.1;cell0-2
auxin1-19;1.277327;0;2.742713;0.1;cell0-2
auxin1-20;1.570822;0;2.678702;0.1;cell0-2
auxin1-21;1.880049;0;3.499464;0.1;cell0-2
auxin1-22;0.9832089;0;2.540783;0.1;cell0-2
auxin1-23;0.591611;0;2.023761;0.1;cell0-2
auxin1-24;1.612709;0;2.268831;0.1;cell0-2
auxin1-25;1.42032;0;3.243606;0.1;cell0-2
auxin1-26;1.611996;0;3.553419;0.1;cell0-2
auxin1-27;1.626103;0;3.093482;0.1;cell0-2
auxin1-28;1.304553;0;2.494393;0.1;cell0-2
auxin1-29;1.443286;0;3.902135;0.1;cell0-2
auxin1-30;0.2385953;0;3.895678;0.1;cell0-2
auxin1-31;1.237852;0;3.515807;0.1;cell0-2
auxin1-32;1.064228;0;2.692811;0.1;cell0-2
auxin1-33;1.588819;0;2.966331;0.1;cell0-2
auxin1-34;0.2503281;0;2.672668;0.1;cell0-2
auxin1-35;0.1647057;0;2.502373;0.1;cell0-2
auxin1-36;1.014483;0;3.036916;0.1;cell0-2
auxin1-37;1.620505;0;3.344777;0.1;cell0-2
auxin1-38;0.1646917;0;3.775373;0.1;cell0-2
auxin1-39;0.7292951;0;2.446411;0.1;cell0-2
auxin1-40;0.9787695;0;2.138339;0.1;cell0-2
auxin1-41;1.154306;0;2.125941;0.1;cell0-2
auxin1-42;1.529932;0;3.269056;0.1;cell0-2
auxin1-43;0.6217593;0;3.123366;0.1;cell0-2
auxin1-44;0.8348343;0;2.572678;0.1;cell0-2
auxin1-45;0.8036776;0;3.937341;0.1;cell0-2
auxin1-46;1.15633;0;3.916064;0.1;cell0-2
auxin1-47;1.861849;0;3.617967;0.1;cell0-2
auxin1-48;0.9695097;0;3.187216;0.1;cell0-2
auxin1-49;0.702867;0;3.803457;0.1;cell0-2
auxin1-50;1.810124;0;3.297026;0.1;cell0-2
auxin1-51;0.3241644;0;3.544682;0.1;cell0-2
auxin1-52;0.3738768;0;2.053095;0.1;cell0-2
auxin1-53;0.4106256;0;3.614273;0.1;cell0-2
auxin1-54;0.5184213;0;3.89658;0.1;cell0-2
auxin1-55;0.2425718;0;2.145219;0.1;cell0-2
auxin1-56;1.305643;0;3.339414;0.1;cell0-2
auxin1-57;0.5767719;0;2.155848;0.1;cell0-2
auxin1-58;1.256762;0;3.864;0.1;cell0-2
auxin1-59;0.0812557;0;2.19875;0.1;cell0-2
auxin1-60;0.03986731;0;2.296475;0.1;cell0-2
auxin1-61;0.7930748;0;2.987614;0.1;cell0-2
auxin1-62;1.176044;0;3.740669;0.1;cell0-2
auxin1-63;0.3780522;0;3.826945;0.1;cell0-2
auxin2-0;1.329088;0;5.705956;0.1;cell0-4
auxin2-1;0.1416128;0;4.677016;0.1;cell0-4
auxin2-2;1.314402;0;4.599753;0.1;cell0-4
auxin2-3;0.9173043;0;4.075802;0.1;cell0-4
auxin2-4;1.180243;0;5.908819;0.1;cell0-4
auxin2-5;0.2118427;0;5.683729;0.1;cell0-4
auxin2-6;0.2508089;0;5.824906;0.1;cell0-4
auxin2-7;1.25682;0;4.105556;0.1;cell0-4
auxin2-8;0.5209079;0;4.955371;0.1;cell0-4
auxin2-9;0.7279879;0;5.070338;0.1;cell0-4
auxin2-10;1.048745;0;4.476045;0.1;cell0-4
auxin2-11;1.50288;0;4.363298;0.1;cell0-4
auxin2-12;0.3126527;0;4.438832;0.1;cell0-4
auxin2-13;0.2513997;0;4.654054;0.1;cell0-4
auxin2-14;1.536199;0;4.782516;0.1;cell0-4
auxin2-15;0.7428336;0;5.742031;0.1;cell0-4
auxin2-16;0.9221406;0;5.537921;0.1;cell0-4
auxin2-17;0.4543104;0;4.389771;0.1;cell0-4
auxin2-18;1.539252;0;5.56233;0.1;cell0-4
auxin2-19;1.067057;0;5.178624;0.1;cell0-4
auxin2-20;0.4593108;0;4.502979;0.1;cell0-4
auxin2-21;0.8370302;0;5.470801;0.1;cell0-4
auxin2-22;0.9806939;0;5.318976;0.1;cell0-4
auxin2-23;1.032482;0;5.711404;0.1;cell0-4
auxin2-24;1.927199;0;4.510808;0.1;cell0-4
auxin2-25;1.850659;0;5.433033;0.1;cell0-4
auxin2-26;1.312128;0;5.170412;0.1;cell0-4
auxin2-27;1.65592;0;5.805956;0.1;cell0-4
auxin2-28;0.3514155;0;4.099648;0.1;cell0-4
auxin2-29;0.03050194;0;4.818658;0.1;cell0-4
auxin2-30;1.817012;0;4.483051;0.1;cell0-4
auxin2-31;1.892779;0;5.060335;0.1;cell0-4
auxin2-32;0.8197819;0;5.587298;0.1;cell0-4
auxin2-33;0.1389996;0;4.891072;0.1;cell0-4
auxin2-34;0.8700693;0;5.949205;0.1;cell0-4
auxin2-35;0.3766565;0;4.299074;0.1;cell0-4
auxin2-36;1.811467;0;4.780017;0.1;cell0-4
auxin2-37;1.517693;0;5.162199;0.1;cell0-4
auxin2-38;1.41277;0;5.284795;0.1;cell0-4
auxin2-39;0.8475486;0;5.021284;0.1;cell0-4
auxin2-40;1.951258;0;4.012759;0.1;cell0-4
auxin2-41;1.549851;0;4.926619;0.1;cell0-4
auxin2-42;1.61431;0;4.09423;0.1;cell0-4
auxin2-43;0.6555486;0;4.854415;0.1;cell0-4
auxin2-44;1.262201;0;4.701627;0.1;cell0-4
auxin2-45;0.4107694;0;4.641147;0.1;cell0-4
auxin2-46;1.957204;0;5.213712;0.1;cell0-4
auxin2-47;1.191925;0;5.317548;0.1;cell0-4
auxin2-48;1.424786;0;5.754342;0.1;cell0-4
auxin2-49;1.410605;0;4.920768;0.1;cell0-4
auxin2-50;1.410109;0;4.715774;0.1;cell0-4
auxin2-51;0.77605;0;4.267077;0.1;cell0-4
auxin2-52;1.534208;0;4.250604;0.1;cell0-4
auxin2-53;0.9684112;0;4.59031;0.1;cell0-4
auxin2-54;0.3415545;0;5.400783;0.1;cell0-4
auxin2-55;0.2188744;0;4.980647;0.1;cell0-4
auxin2-56;1.035662;0;5.437672;0.1;cell0-4
auxin2-57;0.5036494;0;4.832135;0.1;cell0-4
auxin2-58;0.4067025;0;5.766042;0.1;cell0-4
auxin2-59;1.166246;0;5.111453;0.1;cell0-4
auxin2-60;1.111373;0;4.331368;0.1;cell0-4
auxin2-61;1.976805;0;4.155769;0.1;cell0-4
auxin2-62;1.378793;0;4.3651;0.1;cell0-4
auxin2-63;1.311268;0;5.600976;0.1;cell0-4
auxin3-0;0.8931627;0;6.010987;0.1;cell0-6
auxin3-1;1.427377;0;6.583244;0.1;cell0-6
auxin3-2;1.65997;0;7.551846;0.1;cell0-6
auxin3-3;0.4487913;0;7.227692;0.1;cell0-6
auxin3-4;1.028579;0;6.80411;0.1;cell0-6
auxin3-5;1.654576;0;7.400484;0.1;cell0-6
auxin3-6;0.698275;0;6.997036;0.1;cell0-6
auxin3-7;0.5255833;0;6.815422;0.1;cell0-6
auxin3-8;1.525248;0;6.657782;0.1;cell0-6
auxin3-9;0.6598654;0;7.67528;0.1;cell0-6
auxin3-10;1.799239;0;7.069607;0.1;cell0-6
auxin3-11;1.940559;0;7.447645;0.1;cell0-6
auxin3-12;0.4723647;0;7.737283;0.1;cell0-6
auxin3-13;1.808359;0;7.327338;0.1;cell0-6
auxin3-14;1.160596;0;6.726453;0.1;cell0-6
auxin3-15;1.085617;0;6.970902;0.1;cell0-6
auxin3-16;1.890399;0;6.823213;0.1;cell0-6
auxin3-17;0.4480083;0;7.046814;0.1;cell0-6
auxin3-18;1.660471;0;7.705565;0.1;cell0-6
auxin3-19;0.9188262;0;7.652882;0.1;cell0-6
auxin3-20;1.353638;0;6.058569;0.1;cell0-6
auxin3-21;0.3680382;0;7.302609;0.1;cell0-6
auxin3-22;1.17415;0;6.229317;0.1;cell0-6
auxin3-23;1.525883;0;7.20863;0.1;cell0-6
auxin3-24;0.1005624;0;6.118286;0.1;cell0-6
auxin3-25;1.28181;0;6.716951;0.1;cell0-6
auxin3-26;1.976473;0;6.244269;0.1;cell0-6
